gen,AVG,MIN,MAX
208,0.129704667,0.122461667,0.13552
209,0.134640667,0.12584,0.139006667
210,0.139663,0.125392667,0.155938
211,0.154238,0.13354,0.171492
212,0.168182667,0.153754667,0.184681333
213,0.166760667,0.143001667,0.189162333
214,0.179993667,0.155753333,0.194211667
215,0.190426667,0.179088667,0.198825667
216,0.0957593,0.0820536,0.110501667
217,0.1068071,0.089919267,0.120028667
218,0.11882,0.097299033,0.128613667
219,0.169063,0.135730333,0.187133667
220,0.183541333,0.153055,0.199026333
221,0.194604667,0.174768667,0.208467667
222,0.202734,0.181572333,0.214800667
223,0.208071,0.196606333,0.219911333
224,0.215867,0.196906667,0.222260333
225,0.217293333,0.196961333,0.225561667
226,0.222027667,0.209252333,0.230043667
227,0.227612333,0.219619333,0.237579333
228,0.206134333,0.182212667,0.209700333
229,0.210353,0.197837333,0.220441
230,0.218197,0.208195667,0.231847
231,0.049823633,0.0331475,0.062140867
232,0.059781633,0.0486306,0.067030467
233,0.066386133,0.0528073,0.078055933
234,0.092888267,0.077041967,0.1028176
235,0.1002011,0.086804367,0.109930333
236,0.106281,0.095603867,0.114848667
237,0.134814667,0.103255767,0.147066
238,0.14478,0.121987333,0.156823667
239,0.152093333,0.141245,0.16148
240,0.0796834,0.0717292,0.084080667
241,0.082992,0.0792103,0.087458167
242,0.086263533,0.081061767,0.088199767
243,0.118626333,0.109652933,0.122865667
244,0.120840667,0.116635,0.123905
245,0.123087,0.113484333,0.127275667
246,0.091023,0.088542267,0.093775067
247,0.093332033,0.0902876,0.0969005
248,0.096771533,0.091066033,0.105305233
249,0.148876667,0.139193333,0.155229
250,0.155495,0.146075333,0.165512667
251,0.162675,0.151310333,0.171522333
252,0.165520333,0.152140667,0.170552333
253,0.169338333,0.151417333,0.172950333
254,0.171527,0.158773667,0.175187667
255,0.168862667,0.155546,0.175184667
256,0.172366333,0.167277667,0.175184667
257,0.174453333,0.164429333,0.175314667
258,0.1046011,0.0855695,0.114447333
259,0.111986333,0.099519433,0.119514667
260,0.118207,0.104235833,0.124865667
261,0.128213,0.124562667,0.132653333
262,0.131226667,0.126373667,0.135099333
263,0.132805667,0.12953,0.136779333
264,0.141123667,0.138962333,0.143114667
265,0.14263,0.140110667,0.145711667
266,0.143666667,0.137574667,0.146251667
267,0.145014667,0.127972,0.165892
268,0.160179667,0.132482333,0.173523667
269,0.169577333,0.150916,0.180055
270,0.185202667,0.163054,0.187630667
271,0.188072333,0.185357667,0.193072
272,0.191942,0.186865,0.204201
273,0.098623633,0.089516733,0.106998667
274,0.105035667,0.097081,0.109634667
275,0.111425333,0.101897667,0.124019333
276,0.0689587,0.056853033,0.0748343
277,0.0742949,0.068109933,0.078422433
278,0.077543233,0.072193233,0.081890867
279,0.166331667,0.124740667,0.191088333
280,0.183502667,0.152756,0.192832333
281,0.192142667,0.181324333,0.198783667
282,0.116823667,0.1045104,0.127926667
283,0.126269333,0.111508933,0.137923
284,0.134546667,0.122773667,0.146182333
285,0.152193,0.133775667,0.160447
286,0.157996667,0.149874333,0.160723333
287,0.160577667,0.155131667,0.164006
288,0.140509,0.129223,0.161173667
289,0.155309333,0.134711667,0.172101
290,0.169199,0.149004333,0.182322333
291,0.188734333,0.161051,0.197713333
292,0.196927667,0.169274333,0.206871
293,0.202228333,0.195441,0.211368
294,0.1039422,0.089689167,0.116569
295,0.112949667,0.0920129,0.128162333
296,0.122119333,0.108172533,0.136574
297,0.075036133,0.0552396,0.092569533
298,0.085742267,0.0698972,0.0930958
299,0.091647867,0.078356733,0.0954239
300,0.143642333,0.122187,0.166683
301,0.160742333,0.135217667,0.177425667
302,0.174151333,0.151227,0.189586333
303,0.119501333,0.094516233,0.142831
304,0.134997333,0.108517667,0.149503667
305,0.143330667,0.128241,0.150033667
306,0.133934667,0.1125287,0.139058
307,0.137610333,0.125468667,0.144495
308,0.141353333,0.136305,0.145281
309,0.1059966,0.098250767,0.112783333
310,0.109994933,0.092806767,0.113934333
311,0.113390333,0.1101024,0.116008
312,0.145560333,0.122872667,0.165652667
313,0.164944667,0.142835,0.186253333
314,0.181085333,0.154770667,0.199437667
315,0.180340667,0.149975333,0.187499333
316,0.186864333,0.177432667,0.19104
317,0.189407,0.173974,0.194083
318,0.122461,0.112184967,0.130822333
319,0.130748333,0.120558,0.142496667
320,0.139536667,0.128086,0.146313667
321,0.158240667,0.136130333,0.171662667
322,0.171258667,0.160661,0.183897667
323,0.181086333,0.165409333,0.193854
324,0.192741667,0.165464667,0.207090333
325,0.203265333,0.190740333,0.211281667
326,0.209986667,0.198015667,0.221166
327,0.060054667,0.049282233,0.0692999
328,0.068244433,0.0525767,0.079541233
329,0.075437467,0.065973167,0.082697267
330,0.168268333,0.117082333,0.200167667
331,0.192791667,0.156203333,0.205803
332,0.202651,0.196679667,0.212729
333,0.196530333,0.185985333,0.201093667
334,0.202166667,0.193347,0.214231
335,0.20833,0.199925333,0.216853667
336,0.0765041,0.0587301,0.086785133
337,0.0843628,0.072660767,0.093903433
338,0.089815333,0.0838215,0.095090667
339,0.077838067,0.068368867,0.0867848
340,0.083325767,0.073456233,0.0886463
341,0.087240967,0.0737973,0.093276067
342,0.143366667,0.123655667,0.174446
343,0.164858333,0.132104667,0.192855667
344,0.185499,0.159189667,0.194346667
345,0.070496333,0.047688867,0.083346567
346,0.081129333,0.059725267,0.090180367
347,0.0870727,0.078105533,0.0929875
348,0.0849024,0.079219833,0.091444167
349,0.0899189,0.083082233,0.095048233
350,0.0934282,0.083663467,0.0984595
351,0.155866333,0.139258667,0.186147333
352,0.174614,0.149625667,0.197012333
353,0.188396,0.163674667,0.204861
354,0.091035067,0.066850233,0.109720333
355,0.103913,0.078723433,0.114744333
356,0.111639333,0.094414033,0.119058
357,0.151052667,0.138479,0.155098333
358,0.154005,0.144560333,0.158242667
359,0.157376667,0.153063,0.162203333
360,0.150306333,0.134256667,0.172529333
361,0.167214333,0.135470333,0.190931333
362,0.185467333,0.153841333,0.195159667
363,0.087956633,0.071459,0.103271
364,0.097587533,0.0810849,0.105634667
365,0.103894667,0.0955286,0.108498667
366,0.135486,0.129052,0.144844333
367,0.140223333,0.12761,0.147196667
368,0.145066333,0.127410333,0.150424333
369,0.092828333,0.0866712,0.0967194
370,0.095065633,0.0919222,0.0967194
371,0.096356267,0.0886756,0.098069067
372,0.163772,0.150095,0.164932333
373,0.164831333,0.163666667,0.167861667
374,0.165342667,0.161977667,0.167861667
375,0.114697,0.108176733,0.115696
376,0.115693,0.11104,0.118998333
377,0.117519333,0.1088839,0.120922667
378,0.143463333,0.129688333,0.160614
379,0.155901,0.142333,0.169767667
380,0.167774333,0.151122333,0.186613
381,0.0816967,0.058669733,0.0996021
382,0.095557233,0.0720551,0.102201333
383,0.100738733,0.087081,0.104635767
384,0.148774333,0.138597,0.168287
385,0.160388667,0.145996,0.176889333
386,0.172075,0.152644667,0.187567
387,0.144972333,0.125385,0.169297333
388,0.160834,0.138223,0.174679
389,0.172585,0.155936,0.184418333
390,0.057172833,0.034565467,0.069257833
391,0.064155033,0.054908367,0.0726365
392,0.071016633,0.061798233,0.0830912
393,0.0996663,0.086635767,0.111947
394,0.108048333,0.091091067,0.111947
395,0.112670667,0.1035996,0.122309333
396,0.146351667,0.119883667,0.163725
397,0.164025333,0.142688667,0.179854667
398,0.179225,0.162808,0.197331
399,0.099353233,0.070553033,0.109236667
400,0.107975667,0.0954855,0.124661667
401,0.116439667,0.105896,0.127394667
402,0.141128,0.123283,0.148255
403,0.145872333,0.138848333,0.148464667
404,0.147899667,0.143899667,0.148464667
405,0.141741667,0.136261667,0.150739667
406,0.148448667,0.139363,0.153
407,0.152901,0.146854,0.163602333
408,0.164630333,0.154576,0.172354333
409,0.170809333,0.160813333,0.175879667
410,0.173903667,0.170187,0.176059
411,0.0986491,0.094709333,0.101923433
412,0.101454433,0.094837833,0.113919667
413,0.108967833,0.098521767,0.116025667
414,0.126503,0.120402667,0.12941
415,0.128828333,0.125813333,0.129921333
416,0.129877,0.1173799,0.134139333
417,0.104305267,0.0973416,0.107919233
418,0.106725067,0.103068167,0.1088939
419,0.1086263,0.1052735,0.112889667
420,0.154964,0.148656667,0.157108
421,0.156802333,0.152053667,0.159438
422,0.158361667,0.147194333,0.160599
423,0.102528533,0.093580133,0.106037633
424,0.1048253,0.1026992,0.1078653
425,0.1061937,0.096543233,0.108329233
426,0.133308333,0.113448333,0.155480333
427,0.153444,0.130619,0.171548
428,0.165282,0.137885667,0.173938333
429,0.136705,0.096759567,0.151917333
430,0.149357667,0.127896333,0.162112667
431,0.156453667,0.147541667,0.162384
432,0.15329,0.13366,0.181525667
433,0.172024,0.143310333,0.184562667
434,0.182785667,0.157636,0.193789
435,0.067099867,0.057709067,0.074578033
436,0.0738072,0.0653355,0.0838375
437,0.0800274,0.070336333,0.085268733
438,0.079232267,0.070118033,0.0919965
439,0.0859355,0.073921867,0.094250833
440,0.092282,0.073065933,0.0954515
441,0.138016667,0.121034333,0.162384
442,0.158464333,0.132681333,0.182136333
443,0.177905,0.155662667,0.190054667
444,0.0652956,0.038790033,0.073780933
445,0.0747601,0.057814967,0.094148067
446,0.086016033,0.0698961,0.094148067
447,0.099590633,0.0847224,0.1049986
448,0.103734033,0.0919197,0.115963333
449,0.109475,0.100464567,0.118161667
450,0.0959153,0.074966167,0.1000454
451,0.099608933,0.089810167,0.101940433
452,0.101010267,0.096822233,0.103436833
453,0.127094667,0.107024667,0.144327333
454,0.144131,0.122922333,0.161542667
455,0.156086,0.141762667,0.168533333
456,0.176657333,0.138245,0.190316667
457,0.188624333,0.177534333,0.197897333
458,0.196002333,0.187925333,0.203778
459,0.052706633,0.043928633,0.0624718
460,0.061421233,0.0478969,0.0761856
461,0.0691405,0.058390667,0.084544067
462,0.073907767,0.0586121,0.0843926
463,0.0814635,0.0698615,0.0850614
464,0.084507,0.081106167,0.0870292
465,0.126531333,0.116868667,0.144738
466,0.138278333,0.122917667,0.148245
467,0.145512,0.128564333,0.155696667
468,0.144186333,0.128283,0.153562667
469,0.154931,0.142450667,0.166981
470,0.164429,0.153492333,0.175390333
471,0.070997567,0.054558467,0.078436633
472,0.077161467,0.0662172,0.083248767
473,0.081081833,0.066001667,0.087244667
474,0.120789333,0.111367667,0.128429333
475,0.126120667,0.117851333,0.137221333
476,0.132281333,0.123490667,0.138844333
477,0.146195667,0.123355333,0.165578333
478,0.161944333,0.143431667,0.176852667
479,0.174482,0.154317333,0.193252667
480,0.115685,0.085363,0.129334
481,0.125349,0.1011266,0.135209333
482,0.131957333,0.122831333,0.135930667
483,0.078763067,0.07051,0.085246
484,0.083757833,0.076966,0.089729567
485,0.0883666,0.081632267,0.0926787
486,0.0877062,0.0778367,0.089252333
487,0.090197633,0.087337067,0.096813133
488,0.0940578,0.0804774,0.0984273
489,0.151072,0.126528367,0.159440333
490,0.155853,0.139066333,0.170370667
491,0.161837333,0.153184667,0.171854
492,0.124886333,0.100325333,0.130294
493,0.128528667,0.1051337,0.134483667
494,0.132977,0.125986333,0.134972
495,0.109671867,0.103998167,0.115987
496,0.112539467,0.1052897,0.116333
497,0.115666,0.1102437,0.118305667
498,0.141052333,0.125091333,0.168997667
499,0.163412667,0.127160333,0.188911
500,0.180800667,0.149330667,0.190799333
501,0.137103,0.122657667,0.150671667
502,0.146782333,0.128364333,0.158996333
503,0.154311,0.138751667,0.158996333
504,0.147747667,0.127257,0.164944333
505,0.161577,0.137464,0.172558333
506,0.171567667,0.160023,0.184302667
507,0.061069167,0.048993367,0.068222433
508,0.067220467,0.055213867,0.0729509
509,0.071298233,0.063529,0.077917767
510,0.073557167,0.065044733,0.079692033
511,0.0778584,0.069528167,0.0848082
512,0.083170967,0.072249533,0.090468633
513,0.148653,0.119347667,0.165959
514,0.164220667,0.137554667,0.177930667
515,0.177184,0.150799667,0.196944667
516,0.071964833,0.052769167,0.079584133
517,0.0800537,0.066500367,0.0943737
518,0.087414067,0.0738449,0.0957572
519,0.121654333,0.109577667,0.141027667
520,0.130215667,0.119493333,0.141748667
521,0.139564,0.124100333,0.147022
522,0.131426333,0.113937833,0.151059333
523,0.148181,0.124222333,0.167922333
524,0.163139667,0.147207,0.182061333
525,0.156635667,0.126347667,0.183459
526,0.175472667,0.144631667,0.194582
527,0.192142667,0.165828667,0.203405667
528,0.084592,0.069927267,0.0965897
529,0.093294067,0.080204867,0.1002816
530,0.0983235,0.090286767,0.104584333
531,0.072642833,0.063952233,0.081458367
532,0.0783158,0.067749333,0.082406733
533,0.0826896,0.074056267,0.087296567
534,0.111996333,0.098279833,0.127093667
535,0.118191667,0.1040745,0.127093667
536,0.125080667,0.112152333,0.127093667
537,0.090643833,0.075445433,0.092988233
538,0.092433567,0.091143433,0.0991677
539,0.0943239,0.091143433,0.0991677
540,0.133999667,0.122114333,0.140647
541,0.139399,0.129390333,0.145642667
542,0.143395,0.137385333,0.149140333
543,0.146065333,0.129219667,0.161679667
544,0.159434333,0.141734,0.175723
545,0.170858667,0.153983333,0.186398333
546,0.115325667,0.081554167,0.124789667
547,0.123901667,0.107795067,0.132379667
548,0.129643,0.117898667,0.145283
549,0.157601667,0.132457667,0.172972333
550,0.172305667,0.150583667,0.182814
551,0.182371,0.169689,0.193735333
552,0.119757667,0.105283067,0.134565333
553,0.129728,0.114752667,0.140711667
554,0.136901,0.127390333,0.144323333
555,0.0710855,0.056020633,0.075459133
556,0.074531433,0.067652833,0.0785442
557,0.076707733,0.068118967,0.084734167
558,0.149422667,0.137107333,0.155285667
559,0.153635667,0.138806667,0.161437333
560,0.158200667,0.151590667,0.162935333
561,0.147047,0.129787667,0.172986
562,0.167796333,0.141571667,0.186304
563,0.182171667,0.156346,0.201023333
564,0.064273267,0.045547767,0.070754433
565,0.070478433,0.0542838,0.080509133
566,0.076703533,0.067858533,0.086512733
567,0.155511,0.118176667,0.172484333
568,0.168823667,0.147607333,0.181337667
569,0.178976,0.166205,0.187098333
570,0.108917267,0.098664533,0.115077667
571,0.116103667,0.1047607,0.128471667
572,0.123533333,0.111410667,0.13196
573,0.082974467,0.064218233,0.095012967
574,0.0916537,0.078166567,0.101140267
575,0.099815167,0.086028467,0.108718667
576,0.087899433,0.076786967,0.0974688
577,0.094126433,0.077577933,0.0995235
578,0.098384967,0.085111367,0.103339033
579,0.119532,0.106552933,0.128076667
580,0.124321667,0.118728,0.131134
581,0.129128,0.122405,0.135613333
582,0.142757667,0.136143333,0.14815
583,0.147074333,0.140217,0.14815
584,0.147971333,0.135391,0.149081
585,0.144875333,0.141817667,0.150283
586,0.14773,0.141817667,0.150987333
587,0.150292333,0.135077333,0.153953333
588,0.144175667,0.133366,0.154593
589,0.150659667,0.137879,0.160671667
590,0.156524667,0.146603333,0.164104
591,0.137946667,0.124354167,0.170474
592,0.159847333,0.133589,0.176398333
593,0.176282,0.156681333,0.192241333
594,0.173817,0.151153,0.186910333
595,0.185234,0.164362333,0.199947333
596,0.194237333,0.179772,0.201414
597,0.089054367,0.068694733,0.102211433
598,0.100086567,0.087178733,0.112263
599,0.108772,0.096583367,0.121883333
600,0.062433633,0.045617533,0.0686052
601,0.067753933,0.0608579,0.0750607
602,0.072160133,0.064666933,0.0805961
603,0.083197867,0.0733858,0.090398333
604,0.0878355,0.073622833,0.091487767
605,0.091755633,0.085841533,0.098644167
606,0.096904633,0.0885292,0.1017046
607,0.1013934,0.092063233,0.105454433
608,0.103408133,0.0859602,0.1067107
609,0.128161667,0.113529333,0.146703
610,0.143001333,0.122230333,0.159417667
611,0.155771667,0.136880667,0.168994667
612,0.174144,0.132303333,0.195424667
613,0.188262333,0.168071333,0.201179
614,0.197211,0.185890667,0.202871333
615,0.052601233,0.041997333,0.070122733
616,0.065650933,0.049051267,0.073108267
617,0.072163833,0.059769633,0.0768015
618,0.086535067,0.073804267,0.097603933
619,0.0935279,0.079586067,0.106951733
620,0.1019298,0.0896609,0.107416867
621,0.105821667,0.095493467,0.11114
622,0.108843333,0.093055,0.114478
623,0.113153667,0.107154333,0.122425667
624,0.1459,0.132788667,0.167807333
625,0.160659667,0.139977333,0.177973333
626,0.174067,0.152830333,0.192427667
627,0.073364733,0.053894233,0.0800225
628,0.078854333,0.073414533,0.0829916
629,0.0829611,0.075671867,0.090027567
630,0.0890792,0.084509367,0.092872033
631,0.092223133,0.0855732,0.097762233
632,0.094997767,0.090032933,0.100775333
633,0.137082667,0.118818667,0.157967
634,0.155582333,0.131692333,0.177404
635,0.169701,0.149208667,0.180777
636,0.058003467,0.0411815,0.064829467
637,0.064590633,0.0519142,0.0691562
638,0.0685673,0.063900967,0.0768754
639,0.134477333,0.109595467,0.143754667
640,0.142401333,0.122366333,0.151422
641,0.148859333,0.139743,0.152517333
642,0.125234333,0.113264,0.131876
643,0.130913333,0.118425,0.142918333
644,0.136442667,0.120995,0.142918333
645,0.152933667,0.130636,0.160531
646,0.159202667,0.138327667,0.161665333
647,0.161225667,0.153734,0.168560333
648,0.156032333,0.148572333,0.168847333
649,0.159978,0.149301667,0.170928
650,0.167617,0.150922,0.173068667
651,0.110186633,0.097326233,0.121873
652,0.115127333,0.109110267,0.127379
653,0.122045667,0.112666333,0.130251
654,0.137364667,0.116019333,0.164504667
655,0.15466,0.135671,0.165603333
656,0.165438667,0.153341333,0.179439333
657,0.068697,0.055630167,0.0748163
658,0.073340567,0.065566433,0.0805597
659,0.0779311,0.070822767,0.082366
660,0.1012925,0.0906615,0.114496
661,0.108796933,0.094841167,0.118171667
662,0.115837,0.102402267,0.120848667
663,0.138576333,0.119519333,0.160528667
664,0.157229333,0.134010667,0.168358
665,0.168245333,0.148595667,0.173438
666,0.166691667,0.147058667,0.180062667
667,0.17592,0.166085667,0.181141
668,0.183336667,0.172868,0.198003667
669,0.138779,0.111802333,0.152943333
670,0.150042667,0.135214667,0.157764
671,0.156254333,0.147701333,0.167980333
672,0.129367,0.116182333,0.137324667
673,0.137117333,0.128462333,0.145651
674,0.143149667,0.131392667,0.150319333
675,0.132382667,0.118927333,0.136962667
676,0.136440667,0.128351667,0.139198
677,0.138715667,0.135402667,0.142072
678,0.0711313,0.0658229,0.082993333
679,0.079446967,0.068514,0.0835583
680,0.083550233,0.071638033,0.0886772
681,0.089852333,0.084591867,0.097077633
682,0.094516667,0.080661767,0.098803933
683,0.097870733,0.0951143,0.099935467
684,0.151527667,0.146228667,0.156606667
685,0.155823333,0.150331667,0.158947667
686,0.158551,0.155984,0.161307333
687,0.105291067,0.0911259,0.106973333
688,0.107150567,0.104609767,0.11114
689,0.1086334,0.0952056,0.11114
690,0.133863,0.111034367,0.171475
691,0.160096,0.126211333,0.182176333
692,0.175928,0.151391667,0.187703
693,0.103753267,0.076586233,0.114436
694,0.112112333,0.097203867,0.119978
695,0.117798667,0.109283667,0.122694333
696,0.0627625,0.055984267,0.069012267
697,0.067516667,0.059392667,0.073999867
698,0.072105467,0.064451533,0.0827897
699,0.0825633,0.067038467,0.088922967
700,0.0874707,0.069630633,0.096570833
701,0.0926515,0.0851657,0.096570833
