gen,AVG,STD,MIN,MAX
549,0.158004333,0.01188215,0.132876333,0.171147333
550,0.169401,0.006496823,0.150960333,0.179403333
551,0.175843,0.00475331,0.158192333,0.180782333
552,0.139582667,0.006653443,0.123518667,0.145474667
553,0.143687,0.0036816,0.129181667,0.147000333
554,0.146374,0.00174531,0.143001667,0.149304667
555,0.076200533,0.003259067,0.070207733,0.0835392
556,0.079818367,0.003494183,0.0740289,0.085217033
557,0.084558233,0.003130423,0.076793733,0.091566533
558,0.143146,0.005870073,0.128448,0.150737667
559,0.149438,0.005831013,0.136023667,0.159818
560,0.155698333,0.00605148,0.139585667,0.163688
561,0.154230667,0.012132833,0.133757333,0.177105333
562,0.170528,0.01047353,0.144280667,0.191312
563,0.184156667,0.00877367,0.167872,0.197949333
564,0.0658834,0.006304467,0.046570533,0.0740621
565,0.0741431,0.00682734,0.0613695,0.088932533
566,0.0832082,0.006362013,0.068766167,0.089540667
567,0.157685333,0.012184667,0.127901333,0.171686667
568,0.170089667,0.00624401,0.157054667,0.182352667
569,0.177789333,0.005364773,0.160760333,0.184099
570,0.138413,0.00789817,0.1071104,0.149271667
571,0.146407667,0.00515976,0.134869,0.156544
572,0.151717333,0.003618243,0.141351333,0.157210333
573,0.092431533,0.005258713,0.0788477,0.1020149
574,0.100111733,0.005138337,0.091881067,0.107926
575,0.106177667,0.005062333,0.090249967,0.114834
576,0.095687333,0.006604147,0.083859233,0.103745767
577,0.101658567,0.003698097,0.089612867,0.103745767
578,0.1037707,0.001440757,0.0990967,0.1069249
579,0.117712667,0.001216638,0.117118667,0.120605333
580,0.119972,0.001757513,0.117118667,0.122644333
581,0.122106333,0.001368682,0.117489333,0.124030333
582,0.125104667,0.002015144,0.115889,0.129315333
583,0.126778667,0.001727735,0.124924667,0.129507667
584,0.129166667,0.0016306,0.124935,0.132416
585,0.144536333,0.00231649,0.140055,0.147442667
586,0.146547667,0.001973137,0.14205,0.149981333
587,0.148765,0.002168583,0.145752333,0.152580333
588,0.135721667,0.004240393,0.125883667,0.140278333
589,0.140900667,0.005356867,0.128145,0.154197333
590,0.148998,0.006513437,0.138444333,0.159193
591,0.139421333,0.00822638,0.124957333,0.157509667
592,0.153901667,0.007495353,0.133935667,0.166477667
593,0.165924333,0.008485137,0.152144333,0.186230667
594,0.167607667,0.006731047,0.147552667,0.176871333
595,0.174329,0.006629947,0.156326333,0.183747667
596,0.182214333,0.005769893,0.170418333,0.19116
597,0.099913733,0.008092693,0.0815187,0.109843133
598,0.109928667,0.006322947,0.0969744,0.121797667
599,0.118337,0.005685877,0.1040789,0.126294333
600,0.062922233,0.00698407,0.0504325,0.0755377
601,0.0717922,0.005408657,0.054854667,0.077331767
602,0.076915133,0.003078113,0.065811833,0.082478633
603,0.086868267,0.003033412,0.080170133,0.091355867
604,0.090789067,0.00253259,0.086062767,0.094973267
605,0.093831067,0.00277087,0.084973067,0.097366833
606,0.095198167,0.002784803,0.090925467,0.0996207
607,0.0986797,0.00277147,0.092183967,0.102597
608,0.100925967,0.002153137,0.0964487,0.102715667
609,0.138472,0.010360203,0.124893333,0.160076667
610,0.154000333,0.009271937,0.132082667,0.168314
611,0.166169667,0.00944222,0.145651667,0.181268333
612,0.173365667,0.005799773,0.159986667,0.186033333
613,0.182352667,0.00742276,0.170643,0.193616667
614,0.190771333,0.007021327,0.174577,0.201242333
615,0.060662,0.00558483,0.0504368,0.074116333
616,0.0688236,0.00601655,0.057407867,0.077082267
617,0.0763015,0.003796407,0.0670619,0.0824632
618,0.0929161,0.002884043,0.084191133,0.097628333
619,0.096715867,0.003234873,0.090508533,0.1036631
620,0.1024359,0.00628803,0.092700067,0.114384667
621,0.109441667,0.008002363,0.093836133,0.125026
622,0.119642667,0.007270617,0.1040639,0.125702667
623,0.124817,0.001816398,0.119078333,0.127683333
624,0.131698667,0.01019522,0.11703,0.149493667
625,0.149050333,0.00808935,0.12612,0.164481
626,0.164056,0.00916563,0.143476,0.179931667
627,0.0705149,0.007590873,0.0495256,0.0794234
628,0.078952267,0.005313027,0.063922467,0.0912169
629,0.084949433,0.00503669,0.075533567,0.0925219
630,0.089569867,0.00519381,0.079215867,0.0978414
631,0.0946643,0.00398417,0.0824009,0.0981866
632,0.098079167,0.002523327,0.092179167,0.103135667
633,0.134557333,0.012439483,0.117099,0.158786667
634,0.152348333,0.010182733,0.126349667,0.163552333
635,0.162188667,0.003992517,0.15178,0.170105333
636,0.0490371,0.005370823,0.034359933,0.057586433
637,0.0548809,0.004752683,0.0476055,0.0667464
638,0.061627933,0.006722487,0.050289667,0.0736168
639,0.128485,0.01086797,0.101998133,0.141401
640,0.138450333,0.00672707,0.112766,0.146707333
641,0.144488,0.00382749,0.134471667,0.148806
642,0.123064333,0.004410867,0.104144533,0.126967667
643,0.126042333,0.001833603,0.122242667,0.129746667
644,0.128553,0.003089683,0.122244667,0.135045
645,0.142649333,0.005278427,0.125319333,0.152093
646,0.148355333,0.005047813,0.135868333,0.158169
647,0.152594,0.004638007,0.140267333,0.159379
648,0.150459,0.002564374,0.14534,0.154335333
649,0.153606667,0.003023035,0.148995,0.159520667
650,0.157024667,0.003363322,0.148074333,0.161816667
651,0.106933933,0.00192466,0.102074967,0.110197
652,0.1090325,0.0035694,0.095502633,0.118296
653,0.114017,0.00417123,0.1073796,0.120479333
654,0.129840333,0.0180888,0.099977,0.163514667
655,0.156399333,0.014030033,0.117640667,0.177256667
656,0.173011,0.011528907,0.142766,0.190906
657,0.056354133,0.007746893,0.042789633,0.068169867
658,0.066754,0.005971583,0.050033033,0.076021833
659,0.073225,0.00451521,0.060325633,0.0803486
660,0.0925554,0.005250663,0.0805326,0.100654933
661,0.098729433,0.005321327,0.0870358,0.108171333
662,0.1051483,0.004408167,0.092756633,0.110537
663,0.139964333,0.01121386,0.118554333,0.161791
664,0.157504667,0.009648433,0.136777,0.171201667
665,0.170219667,0.007063603,0.151566667,0.183458333
666,0.159481667,0.00990329,0.142153,0.177811667
667,0.173148667,0.00713934,0.152005667,0.183102333
668,0.180698,0.00533364,0.160803,0.190726
669,0.133813333,0.006987847,0.116542333,0.142597667
670,0.141996333,0.004843203,0.132156333,0.151690667
671,0.149764,0.007519053,0.138752667,0.166968333
672,0.132443667,0.00899635,0.116805667,0.14626
673,0.143551333,0.010272353,0.123955333,0.162272333
674,0.154235667,0.008095257,0.133177667,0.163235667
675,0.138141,0.00364632,0.123902667,0.140135
676,0.140166333,0.00066157,0.137953333,0.14168
677,0.141474333,0.00240848,0.138915,0.146284667
678,0.071306533,0.002274188,0.0696514,0.077379333
679,0.0753759,0.0038578,0.0697493,0.0818016
680,0.0798383,0.004590473,0.071862567,0.089849833
681,0.0902863,0.004398267,0.078707733,0.0979116
682,0.0959954,0.003104563,0.090906267,0.0992873
683,0.0986843,0.001938017,0.091539767,0.1010095
684,0.145864333,0.00540813,0.132104,0.152115
685,0.149281333,0.00613603,0.129459333,0.157715
686,0.155295,0.004051041,0.145806333,0.161842667
687,0.0965463,0.001915808,0.092989733,0.100852867
688,0.0997534,0.004579293,0.091199233,0.109411467
689,0.1048725,0.004992773,0.0927522,0.111102633
690,0.133129333,0.013985557,0.1118835,0.163340667
691,0.155196667,0.011532043,0.131359,0.172868
692,0.173987667,0.013512467,0.149200333,0.202320667
693,0.106353233,0.005343257,0.0924605,0.113618667
694,0.112767333,0.003992893,0.101258367,0.118706
695,0.118136,0.003163077,0.111146667,0.122765667
696,0.0613326,0.005718957,0.053681367,0.073100367
697,0.069325667,0.00506945,0.053561067,0.0752169
698,0.076405,0.005646523,0.0662075,0.092259167
699,0.089643133,0.006344633,0.074397633,0.098890933
700,0.096201767,0.004113893,0.082703267,0.102076933
701,0.099579067,0.0042909,0.0805368,0.106933633
